Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","123.883904","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","123.997663","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","124.452701","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","124.680219","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","125.135256","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","124.338941","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","124.452701","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","124.111423","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","123.542626","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","123.656385","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","124.680219","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","126.614128","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","128.092999","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","127.069165","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","128.889314","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","131.164501","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","132.188335","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","134.57728","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","136.056152","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","133.667206","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","133.212168","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","131.960816","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","131.960816","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","134.008484","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","135.601114","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","136.28367","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","136.738708","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","137.193745","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","137.876301","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","138.331338","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","138.672616","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","138.331338","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","138.786375","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","139.127653","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","140.834043","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","142.312914","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","142.824002","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","144.538418","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","147.044102","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","146.780346","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","146.120955","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","145.197808","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","143.219636","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","141.900855","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","140.713952","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","140.713952","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","141.900855","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","144.142783","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","147.571614","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","146.648467","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","148.758517","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","148.890395","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","32.456336","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","32.481333","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","32.331368","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","32.512581","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","32.787527","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","32.949996","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","33.374918","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","33.543627","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","33.524883","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","33.912318","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","34.362224","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","35.030857","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","35.143333","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","35.443275","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","35.761961","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","35.930682","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","36.336848","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","36.942984","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","37.724093","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","37.649105","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","37.886562","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","38.142764","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","38.79888","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","39.423759","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","40.261113","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","40.717272","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","40.842252","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","40.761012","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","41.092202","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","41.217183","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","41.50462","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","41.629601","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","41.879551","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","42.08576","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","42.835621","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","43.33552","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","43.74795","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","43.829179","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","43.74795","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","43.872919","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","43.9979","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","44.079128","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","44.079128","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","44.37283","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","44.535299","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","44.785249","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","45.203919","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","45.572598","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","45.8663","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","45.822547","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","45.991268","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","46.447439","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","46.859858","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","47.066067","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","47.278528","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","47.316016","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","47.316016","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","47.565978","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","48.022137","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","48.522036","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","49.184416","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","49.103175","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","50.059245","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","50.221714","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","50.327951","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","50.577901","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","50.971575","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","51.252773","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","51.602707","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","56.095607","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","56.832963","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","56.807967","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","57.576572","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","57.914002","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","57.932758","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","57.957754","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","58.176455","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","58.438909","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","58.701363","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","58.888816","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","59.113781","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","59.626184","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","59.826142","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","60.557258","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","61.182138","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","61.563321","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","61.707033","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","61.607061","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","61.669545","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","61.81327","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","62.256937","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","62.719348","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","63.225499","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","63.725398","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","63.844126","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","64.543995","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","65.68753","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","66.118705","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","66.749837","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","67.131007","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","68.074572","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","68.786945","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","69.730511","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","70.086697","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","70.767821","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","71.086507","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","71.173988","X","Figure from external organization","base year is 2015"
